policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.11070583 -0.27517831  0.19768074 ...,  0.03699999  0.039      -0.033     ]","[ 0.06939468  0.01506177 -0.08781206 ..., -0.0095     -0.01150001
 -0.01649998]","[ 0.26708687  0.16153726  0.06207438 ...,  0.01       -0.033       0.05399999]","[ 0.35397117  0.01803719 -0.35509272 ..., -0.001      -0.01        0.026     ]","[-0.10301151 -0.27195626 -0.00953534 ...,  0.006      -0.056      -0.00700001]","[ 0.03800436 -0.31757915 -0.11200976 ..., -0.00700005 -0.004      -0.015     ]","[-0.07846847  0.01103609  0.3526068  ..., -0.003      -0.003      -0.041     ]","[ 0.12382046  0.31671584  0.26018855 ..., -0.00549999  0.0135     -0.0055    ]","[-0.24304336  0.29631424  0.06857169 ...,  0.011       0.014       0.035     ]","[ 0.08216255  0.10904297  0.08098948 ..., -0.008      -0.023      -0.023     ]"
"[-0.11370583 -0.27717831  0.19868074 ...,  0.03499999  0.036      -0.032     ]","[ 0.06689468  0.01456177 -0.08931206 ..., -0.01       -0.01200001
 -0.01899998]","[ 0.26708687  0.16353725  0.06107438 ...,  0.01       -0.034       0.05599999]","[  3.52971165e-01   1.80371873e-02  -3.55092720e-01 ...,  -3.03269514e-10
  -9.00000095e-03   2.49999963e-02]","[-0.10251151 -0.27245626 -0.01103534 ...,  0.0065     -0.0555     -0.00950001]","[ 0.03900436 -0.31657915 -0.11300975 ..., -0.00800005 -0.003      -0.016     ]","[-0.07846847  0.01103609  0.35060681 ..., -0.001      -0.004      -0.041     ]","[ 0.12432046  0.31821584  0.25968855 ..., -0.00399999  0.013      -0.004     ]","[-0.24354336  0.29581424  0.06807169 ...,  0.0115      0.0135      0.0355    ]","[ 0.08316255  0.10904297  0.08098948 ..., -0.007      -0.023      -0.022     ]"
"[-0.11420583 -0.27567831  0.19818074 ...,  0.03449999  0.0375     -0.0335    ]","[ 0.06839468  0.01706176 -0.08881206 ..., -0.0075     -0.01350001
 -0.02149998]","[ 0.26758687  0.16403725  0.06157438 ...,  0.0095     -0.0345      0.05649999]","[ 0.35247117  0.01753719 -0.35459272 ..., -0.0015     -0.0105      0.0265    ]","[-0.10001151 -0.27295626 -0.01153534 ...,  0.009      -0.056      -0.00700001]","[ 0.04100436 -0.31357915 -0.11600975 ..., -0.00700005 -0.001      -0.018     ]","[ -7.94684669e-02   1.00360869e-02   3.49606812e-01 ...,   1.72904437e-09
  -5.00000310e-03  -4.19999968e-02]","[ 0.12382046  0.31871584  0.26018855 ..., -0.00449999  0.0135     -0.0035    ]","[-0.24304336  0.29531424  0.06857169 ...,  0.01        0.012       0.037     ]","[ 0.08416255  0.10804297  0.08198948 ..., -0.006      -0.024      -0.02      ]"
"[-0.11520583 -0.2766783   0.19918073 ...,  0.03249999  0.0355     -0.0355    ]","[ 0.06789468  0.01856176 -0.08731206 ..., -0.006      -0.01500001
 -0.02299998]","[ 0.26608687  0.16253725  0.06007438 ...,  0.01       -0.033       0.05499999]","[ 0.35197117  0.01603719 -0.35309272 ..., -0.002      -0.011       0.025     ]","[-0.09901151 -0.27395626 -0.01253534 ...,  0.01       -0.057      -0.00600001]","[ 0.04200436 -0.31357915 -0.11500975 ..., -0.00700005 -0.002      -0.019     ]","[-0.07846847  0.01103609  0.35060681 ..., -0.001      -0.006      -0.044     ]","[ 0.12332046  0.31721584  0.26168855 ..., -0.00599999  0.014      -0.005     ]","[-0.24704336  0.29831424  0.06557169 ...,  0.008       0.015       0.04      ]","[ 0.08516255  0.11004297  0.08298948 ..., -0.005      -0.026      -0.02      ]"
"[-0.11570582 -0.27517831  0.19768074 ...,  0.03099999  0.035      -0.038     ]","[ 0.06839468  0.01906176 -0.08581206 ..., -0.0045     -0.01550001
 -0.02249998]","[ 0.26708687  0.16253726  0.05807438 ...,  0.009      -0.031       0.05299999]","[ 0.35047117  0.01453719 -0.35259272 ..., -0.0035     -0.0115      0.0265    ]","[-0.09951151 -0.27445626 -0.01203534 ...,  0.0105     -0.0575     -0.00650001]","[ 0.04350436 -0.31307915 -0.11550975 ..., -0.00850005 -0.0035     -0.0205    ]","[-0.08046847  0.01003609  0.35060681 ...,  0.001      -0.005      -0.045     ]","[ 0.12432046  0.31621584  0.26068855 ..., -0.00399999  0.014      -0.007     ]","[-0.24704336  0.29731424  0.06657169 ...,  0.01        0.017       0.04      ]","[ 0.08466255  0.10954297  0.08448948 ..., -0.0045     -0.0265     -0.0195    ]"
"[-0.11620582 -0.27567831  0.19718075 ...,  0.03049999  0.0365     -0.0395    ]","[ 0.06789468  0.01856177 -0.08431206 ..., -0.004      -0.01700001
 -0.02199998]","[ 0.26808686  0.16053726  0.05607438 ...,  0.008      -0.032       0.05299999]","[ 0.34997118  0.01403719 -0.35209272 ..., -0.004      -0.01        0.025     ]","[-0.09951151 -0.27545626 -0.01203534 ...,  0.0105     -0.0575     -0.00750001]","[ 0.04400436 -0.31357915 -0.11400975 ..., -0.01000005 -0.003      -0.019     ]","[-0.07996847  0.01053609  0.35110681 ...,  0.0025     -0.0035     -0.0465    ]","[ 0.12132046  0.31521584  0.26068856 ..., -0.00299999  0.013      -0.009     ]","[-0.24804336  0.29831424  0.06457169 ...,  0.009       0.017       0.041     ]","[ 0.08466255  0.10954297  0.08448948 ..., -0.0045     -0.0265     -0.0215    ]"
"[-0.11870582 -0.27517831  0.19868075 ...,  0.02799999  0.034      -0.04      ]","[ 0.06739468  0.01906177 -0.08381206 ..., -0.0035     -0.01850001
 -0.02149998]","[ 0.26758686  0.16203726  0.05457438 ...,  0.0085     -0.0305      0.05349999]","[ 0.34897118  0.01303719 -0.35109272 ..., -0.005      -0.009       0.026     ]","[-0.09851151 -0.27645626 -0.01303534 ...,  0.0125     -0.0595     -0.00650001]","[ 0.04500436 -0.31357915 -0.11400975 ..., -0.01000005 -0.005      -0.019     ]","[-0.08146847  0.00903609  0.34960682 ...,  0.004      -0.005      -0.048     ]","[ 0.12232046  0.31621584  0.25968856 ..., -0.00199999  0.012      -0.011     ]","[-0.24954336  0.29881424  0.06407169 ...,  0.0095      0.0155      0.0395    ]","[ 0.08516255  0.10804297  0.08598948 ..., -0.004      -0.025      -0.022     ]"
"[-0.11870582 -0.27717831  0.20068074 ...,  0.02899999  0.032      -0.039     ]","[ 0.06789467  0.01756178 -0.08331205 ..., -0.003      -0.02000001
 -0.01899998]","[ 0.26808686  0.16153726  0.05307438 ...,  0.008      -0.029       0.05299999]","[ 0.34797118  0.01403719 -0.35109272 ..., -0.008      -0.009       0.027     ]","[-0.09801151 -0.27695625 -0.01253534 ...,  0.014      -0.057      -0.00700001]","[ 0.04450436 -0.31307915 -0.11350975 ..., -0.01050005 -0.0065     -0.0205    ]","[-0.08246847  0.00803609  0.34860682 ...,  0.005      -0.006      -0.047     ]","[ 0.12082046  0.31471584  0.25918856 ..., -0.00149999  0.0115     -0.0095    ]","[-0.25054336  0.29681424  0.06607169 ...,  0.0105      0.0145      0.0415    ]","[ 0.08566255  0.10854297  0.08548948 ..., -0.0025     -0.0235     -0.0235    ]"
"[-0.12070582 -0.2781783   0.20368075 ...,  0.02999999  0.032      -0.04      ]","[ 0.06739467  0.01906178 -0.08381205 ..., -0.0025     -0.02150001
 -0.01849998]","[ 0.26758686  0.16303726  0.05157438 ...,  0.0065     -0.0305      0.05449999]","[ 0.34847118  0.01453719 -0.34959272 ..., -0.0085     -0.0105      0.0265    ]","[-0.09901151 -0.27695625 -0.01153534 ...,  0.014      -0.057      -0.00700001]","[ 0.04600436 -0.31257915 -0.11400975 ..., -0.01200005 -0.005      -0.019     ]","[-0.08246847  0.00803609  0.34960682 ...,  0.006      -0.004      -0.044     ]","[  1.20320462e-01   3.14215840e-01   2.61688557e-01 ...,   7.62490584e-09
   1.00000002e-02  -7.99999854e-03]","[-0.25154336  0.29581424  0.06707169 ...,  0.0115      0.0135      0.0425    ]","[ 0.08416255  0.11104297  0.08298948 ..., -0.001      -0.027      -0.026     ]"
"[-0.12320582 -0.2766783   0.20418075 ...,  0.02949999  0.0345     -0.0365    ]","[ 0.06589466  0.01556178 -0.08731205 ..., -0.004      -0.02100001
 -0.02099998]","[ 0.26908686  0.16353725  0.05207438 ...,  0.005      -0.03        0.05399999]","[ 0.34597118  0.01203719 -0.34809272 ..., -0.01       -0.011       0.029     ]","[-0.09751151 -0.27545625 -0.01303534 ...,  0.0125     -0.0565     -0.00750001]","[ 0.04500436 -0.31157915 -0.11300975 ..., -0.01300005 -0.006      -0.018     ]","[-0.08096847  0.00853609  0.35010682 ...,  0.0045     -0.0025     -0.0435    ]","[ 0.12232046  0.31621584  0.25968856 ...,  0.00100001  0.011      -0.008     ]","[-0.25204336  0.29731424  0.06757169 ...,  0.012       0.015       0.044     ]","[ 0.08416255  0.11004297  0.08398948 ..., -0.002      -0.028      -0.027     ]"
"[-0.12370581 -0.2771783   0.20468074 ...,  0.03099999  0.035      -0.036     ]","[ 0.06289466  0.01456178 -0.08831205 ..., -0.005      -0.02100001
 -0.02299998]","[ 0.26808687  0.16453725  0.05107438 ...,  0.004      -0.029       0.05499999]","[ 0.34697118  0.01103719 -0.34709272 ..., -0.011      -0.01        0.03      ]","[-0.09601152 -0.27395625 -0.01453534 ...,  0.013      -0.056      -0.00700001]","[ 0.04400436 -0.31057915 -0.11300975 ..., -0.01300005 -0.006      -0.019     ]","[-0.07946847  0.01003609  0.34960682 ...,  0.003      -0.004      -0.045     ]","[  1.21320462e-01   3.15215839e-01   2.60688557e-01 ...,   7.65357802e-09
   1.00000003e-02  -8.99999870e-03]","[-0.25154336  0.29681424  0.06807169 ...,  0.0125      0.0155      0.0435    ]","[ 0.08566255  0.11054297  0.08548948 ..., -0.0005     -0.0275     -0.0275    ]"
"[-0.12170581 -0.2771783   0.20368074 ...,  0.03199999  0.034      -0.037     ]","[ 0.06189467  0.01356178 -0.08731205 ..., -0.007      -0.02300001
 -0.02299998]","[ 0.26858687  0.16603725  0.05057438 ...,  0.0025     -0.0295      0.05649999]","[ 0.34697118  0.01103719 -0.34809272 ..., -0.011      -0.01        0.029     ]","[-0.09851152 -0.27345626 -0.01303533 ...,  0.0155     -0.0575     -0.00850001]","[ 0.04550436 -0.31207915 -0.11250975 ..., -0.01150005 -0.0065     -0.0175    ]","[-0.07846847  0.01103609  0.35060682 ...,  0.002      -0.005      -0.046     ]","[ 0.12082046  0.31571584  0.26118856 ...,  0.00050001  0.0105     -0.0085    ]","[-0.24854336  0.29581424  0.07007169 ...,  0.0095      0.0165      0.0425    ]","[ 0.08516255  0.10904297  0.08698948 ..., -0.00099999 -0.027      -0.029     ]"
"[-0.12120581 -0.2766783   0.20318074 ...,  0.03249999  0.0355     -0.0375    ]","[ 0.06089467  0.01256178 -0.08831205 ..., -0.008      -0.02400001
 -0.02399998]","[ 0.26658687  0.16503725  0.05157438 ...,  0.0055     -0.0275      0.05949999]","[ 0.34547118  0.01253719 -0.34759272 ..., -0.0125     -0.0125      0.0305    ]","[-0.09801152 -0.27195626 -0.01353533 ...,  0.017      -0.059      -0.00900001]","[ 0.04350436 -0.31307911 -0.11050975 ..., -0.01250005 -0.0075     -0.0155    ]","[-0.07896847  0.01153609  0.35010682 ...,  0.0025     -0.0045     -0.0445    ]","[ 0.12082046  0.31771584  0.26218856 ...,  0.00150001  0.0115     -0.0085    ]","[-0.25004336  0.29631424  0.06957169 ...,  0.01        0.019       0.041     ]","[ 0.08616255  0.10604297  0.08998948 ..., -0.00099999 -0.029      -0.03      ]"
"[-0.12120581 -0.27767827  0.20518074 ...,  0.03249999  0.03549999 -0.0395    ]","[ 0.06189467  0.01556178 -0.08631205 ..., -0.007      -0.02400001
 -0.02799998]","[ 0.26558687  0.16503726  0.04957438 ...,  0.0045     -0.0275      0.05849999]","[ 0.34697117  0.01203719 -0.34709273 ..., -0.011      -0.012       0.029     ]","[-0.09901151 -0.27295626 -0.01253534 ...,  0.016      -0.06       -0.01000001]","[ 0.04300436 -0.31357911 -0.11000975 ..., -0.01400005 -0.009      -0.014     ]","[-0.08096847  0.00953609  0.35110681 ...,  0.0035     -0.0055     -0.0465    ]","[ 0.11932046  0.31621584  0.26368856 ..., -0.00099999  0.013      -0.01      ]","[-0.25104336  0.29731424  0.07057169 ...,  0.009       0.018       0.042     ]","[ 0.08666255  0.10554297  0.08948948 ..., -0.00049999 -0.0295     -0.0315    ]"
"[-0.1212058  -0.27767815  0.20618073 ...,  0.03249999  0.03549999 -0.0425    ]","[ 0.06089467  0.01456178 -0.08531205 ..., -0.008      -0.02400001
 -0.02899998]","[ 0.26408687  0.16353726  0.04807438 ...,  0.004      -0.029       0.05799999]","[ 0.34497117  0.01003719 -0.34509273 ..., -0.011      -0.013       0.028     ]","[-0.09951151 -0.27245626 -0.01203534 ...,  0.0175     -0.0605     -0.01050001]","[ 0.04350436 -0.31307911 -0.10950975 ..., -0.01350005 -0.0085     -0.0135    ]","[-0.08046847  0.01103609  0.35060682 ...,  0.005      -0.007      -0.048     ]","[  1.20320462e-01   3.16215839e-01   2.62688557e-01 ...,   7.66592217e-09
   1.40000002e-02  -9.99999869e-03]","[-0.24954336  0.29681424  0.07107169 ...,  0.0075      0.0155      0.0425    ]","[ 0.08666255  0.10354297  0.09048948 ..., -0.00149999 -0.0265     -0.0335    ]"
"[-0.1217058  -0.27817815  0.20668073 ...,  0.03399999  0.03699999 -0.042     ]","[ 0.06089467  0.01356178 -0.08531205 ..., -0.011      -0.02700001
 -0.02699998]","[ 0.26308687  0.16253726  0.04907438 ...,  0.005      -0.03        0.05699999]","[ 0.34547116  0.00853719 -0.34559273 ..., -0.0115     -0.0115      0.0265    ]","[-0.10051151 -0.27145626 -0.01103534 ...,  0.0185     -0.0595     -0.01250001]","[ 0.04100436 -0.31657911 -0.11400975 ..., -0.01000005 -0.01       -0.016     ]","[-0.08046847  0.01003609  0.35060682 ...,  0.005      -0.009      -0.05      ]","[ 0.11882046  0.31471584  0.26418856 ..., -0.00049999  0.0135     -0.0105    ]","[-0.25004336  0.29731424  0.07357169 ...,  0.006       0.016       0.045     ]","[  8.71625476e-02   1.01042971e-01   9.09894775e-02 ...,   7.44681668e-09
  -2.79999979e-02  -3.39999970e-02]"
"[-0.1207058  -0.27817815  0.20668073 ...,  0.03499999  0.03799999 -0.043     ]","[ 0.05989467  0.01256178 -0.08631205 ..., -0.01       -0.02600001
 -0.02599998]","[ 0.26358687  0.16103726  0.05157438 ...,  0.0065     -0.0315      0.05649999]","[ 0.34397117  0.01003719 -0.34609273 ..., -0.013      -0.01        0.025     ]","[-0.09801151 -0.26995626 -0.01153534 ...,  0.017      -0.061      -0.01300001]","[ 0.04100436 -0.31657911 -0.11400975 ..., -0.00900005 -0.01       -0.016     ]","[-0.07946847  0.01103609  0.35160682 ...,  0.004      -0.008      -0.051     ]","[ 0.12032046  0.31521584  0.26268856 ...,  0.00100001  0.012      -0.012     ]","[-0.25004336  0.29731424  0.07357169 ...,  0.007       0.016       0.044     ]","[ 0.08616255  0.10204297  0.08998948 ..., -0.00099999 -0.027      -0.035     ]"
"[-0.1232058  -0.27667815  0.20718073 ...,  0.03249999  0.03549999 -0.0415    ]","[ 0.05789467  0.01056178 -0.08931205 ..., -0.007      -0.02500001
 -0.02299998]","[ 0.26308687  0.15953726  0.05207438 ...,  0.007      -0.031       0.05599999]","[ 0.34547114  0.01153719 -0.34559273 ..., -0.0145     -0.0115      0.0235    ]","[-0.09801151 -0.26795626 -0.01053534 ...,  0.015      -0.063      -0.01200001]","[ 0.04250436 -0.31907911 -0.11550975 ..., -0.00750005 -0.0085     -0.0145    ]","[-0.08146847  0.01003609  0.35360682 ...,  0.005      -0.009      -0.052     ]","[  1.19320462e-01   3.14215836e-01   2.63688557e-01 ...,   7.89440669e-09
   1.40000003e-02  -1.29999987e-02]","[-0.24854336  0.29881424  0.07207169 ...,  0.0085      0.0155      0.0425    ]","[ 0.08416255  0.10204297  0.08998948 ..., -0.00199999 -0.027      -0.037     ]"
"[-0.1217058  -0.27417815  0.20668072 ...,  0.03399999  0.03599999 -0.044     ]","[ 0.05989466  0.01156178 -0.08731205 ..., -0.009      -0.02600001
 -0.02299998]","[ 0.26308687  0.15953726  0.05107438 ...,  0.005      -0.031       0.05399999]","[ 0.34647114  0.01253719 -0.34459274 ..., -0.0155     -0.0105      0.0235    ]","[-0.09901151 -0.26895625 -0.00953534 ...,  0.016      -0.062      -0.01100001]","[ 0.04000436 -0.31857911 -0.11600975 ..., -0.00900005 -0.006      -0.016     ]","[-0.08296847  0.00853609  0.35210682 ...,  0.0065     -0.0105     -0.0515    ]","[ 0.11882046  0.31371584  0.26418856 ..., -0.00049999  0.0135     -0.0125    ]","[-0.24804336  0.30031424  0.07057169 ...,  0.007       0.014       0.039     ]","[ 0.08216255  0.10304297  0.08798948 ..., -0.00399999 -0.026      -0.035     ]"
"[-0.1212058  -0.27367815  0.20618072 ...,  0.03449999  0.03549999 -0.0435    ]","[ 0.06089466  0.01256178 -0.08831205 ..., -0.008      -0.02700001
 -0.02399998]","[ 0.26208687  0.15853726  0.05107438 ...,  0.004      -0.031       0.05299999]","[ 0.34797114  0.01403719 -0.34509274 ..., -0.016      -0.011       0.022     ]","[-0.10001151 -0.26795625 -0.00853534 ...,  0.018      -0.065      -0.01200001]","[ 0.03900436 -0.31757911 -0.11700975 ..., -0.00800005 -0.007      -0.015     ]","[-0.08496847  0.00653609  0.35010682 ...,  0.0085     -0.0115     -0.0525    ]","[ 0.11982046  0.31371584  0.26418856 ...,  0.00050001  0.0135     -0.0095    ]","[-0.24754336  0.30081424  0.07007169 ...,  0.0065      0.0135      0.0395    ]","[ 0.08216255  0.10204297  0.08898948 ..., -0.00399999 -0.026      -0.035     ]"
"[-0.1197058  -0.27317815  0.20468072 ...,  0.03599999  0.03399999 -0.045     ]","[ 0.06189466  0.01456178 -0.08731205 ..., -0.008      -0.02700001
 -0.02399998]","[ 0.26158687  0.15903726  0.05257438 ...,  0.0055     -0.0315      0.05349999]","[ 0.34897114  0.01503719 -0.34609274 ..., -0.015      -0.012       0.023     ]","[-0.10001151 -0.26795625 -0.00853534 ...,  0.02       -0.062      -0.01200001]","[ 0.04000436 -0.31857911 -0.11500975 ..., -0.01000005 -0.006      -0.015     ]","[-0.08446847  0.00803609  0.35160682 ...,  0.007      -0.015      -0.05      ]","[ 0.11832046  0.31421584  0.26568856 ..., -0.00099999  0.015      -0.006     ]","[-0.24904336  0.30231424  0.06857169 ...,  0.005       0.012       0.041     ]","[ 0.08416255  0.10204297  0.08798948 ..., -0.00199999 -0.026      -0.036     ]"
"[-0.1192058  -0.27167815  0.20518072 ...,  0.03649999  0.03349999 -0.0455    ]","[ 0.06089466  0.01356178 -0.08831205 ..., -0.008      -0.02900001
 -0.02499998]","[ 0.26058687  0.15703726  0.05157438 ...,  0.0045     -0.0305      0.05449999]","[ 0.34997114  0.01503719 -0.34709274 ..., -0.013      -0.013       0.024     ]","[-0.09951151 -0.26845625 -0.00903534 ...,  0.0205     -0.0625     -0.01150001]","[ 0.03950436 -0.31807911 -0.11350975 ..., -0.01050005 -0.0065     -0.0145    ]","[-0.08496847  0.00753609  0.35010682 ...,  0.0075     -0.0145     -0.0495    ]","[ 0.11732046  0.31321584  0.26668856 ..., -0.00199999  0.016      -0.007     ]","[-0.25104336  0.30231424  0.06857169 ...,  0.006       0.012       0.039     ]","[ 0.08516255  0.10104297  0.08898948 ..., -0.00299999 -0.025      -0.037     ]"
"[-0.1187058  -0.26917815  0.20368072 ...,  0.03599999  0.03299999 -0.048     ]","[ 0.06039466  0.01506176 -0.08881205 ..., -0.0075     -0.02750001
 -0.02449998]","[ 0.26108687  0.15553726  0.05207438 ...,  0.004      -0.03        0.05299999]","[ 0.34897114  0.01303719 -0.34609274 ..., -0.011      -0.014       0.022     ]","[-0.09601151 -0.26895625 -0.01153534 ...,  0.022      -0.062      -0.01000001]","[ 0.04050436 -0.31607911 -0.11350975 ..., -0.01050005 -0.0065     -0.0125    ]","[-0.08396847  0.00853609  0.35110682 ...,  0.0055     -0.0125     -0.0505    ]","[ 0.11682046  0.31371584  0.26718856 ..., -0.00149999  0.0165     -0.0075    ]","[-0.25404336  0.30331424  0.06757169 ...,  0.007       0.014       0.041     ]","[ 0.08566255  0.09954297  0.09048948 ..., -0.00349999 -0.0255     -0.0345    ]"
"[-0.1177058  -0.26817815  0.20268072 ...,  0.03499999  0.03199999 -0.049     ]","[ 0.06189466  0.01556175 -0.09031205 ..., -0.007      -0.02900001
 -0.02399998]","[ 0.26058687  0.15603726  0.05257438 ...,  0.0045     -0.0295      0.05249999]","[ 0.34797114  0.01103719 -0.34509274 ..., -0.009      -0.016       0.024     ]","[-0.09801151 -0.26795625 -0.00953534 ...,  0.02       -0.061      -0.01      ]","[ 0.04200436 -0.31757911 -0.11500975 ..., -0.00900005 -0.008      -0.012     ]","[-0.08246847  0.01003609  0.35260681 ...,  0.003      -0.012      -0.051     ]","[  1.14320462e-01   3.13215838e-01   2.72688556e-01 ...,   7.93794123e-09
   1.90000002e-02  -7.99999865e-03]","[-0.25454336  0.30381424  0.06807169 ...,  0.0075      0.0145      0.0405    ]","[ 0.08566255  0.10054297  0.08848948 ..., -0.00149999 -0.0255     -0.0355    ]"
"[-0.1167058  -0.26917815  0.20268072 ...,  0.03499999  0.03299999 -0.048     ]","[ 0.06239466  0.01706175 -0.09081205 ..., -0.0075     -0.02850001
 -0.02149998]","[ 0.25908691  0.15453726  0.05407438 ...,  0.006      -0.032       0.05299999]","[ 0.34747114  0.01053719 -0.34459274 ..., -0.0085     -0.0155      0.0245    ]","[-0.09851151 -0.26845625 -0.00903534 ...,  0.0205     -0.0615     -0.0085    ]","[ 0.04150436 -0.31707911 -0.11450975 ..., -0.00950005 -0.0085     -0.0125    ]","[-0.08146848  0.00903609  0.35160682 ...,  0.002      -0.011      -0.052     ]","[ 0.11382046  0.31271584  0.27318856 ...,  0.00050001  0.0195     -0.0075    ]","[-0.25604336  0.30231424  0.06957169 ...,  0.009       0.016       0.042     ]","[ 0.08716255  0.10204297  0.08898948 ..., -0.00099999 -0.027      -0.037     ]"
"[-0.1147058  -0.26717815  0.20068072 ...,  0.03599999  0.03099999 -0.05      ]","[ 0.06189466  0.01556175 -0.09131205 ..., -0.009      -0.03000001
 -0.02199998]","[ 0.25858691  0.15303726  0.05457438 ...,  0.0065     -0.0315      0.05349999]","[ 0.34697114  0.01303719 -0.34509274 ..., -0.01       -0.016       0.021     ]","[-0.09701151 -0.26795625 -0.01053534 ...,  0.02       -0.063      -0.009     ]","[ 0.04250436 -0.3180791  -0.11450975 ..., -0.00850005 -0.0115     -0.0115    ]","[-0.08146848  0.00903609  0.35160682 ...,  0.002      -0.011      -0.052     ]","[ 0.11532046  0.31321584  0.27368856 ...,  0.00300001  0.019      -0.008     ]","[-0.25454336  0.30081424  0.07107169 ...,  0.0095      0.0165      0.0435    ]","[ 0.08466255  0.10154297  0.08948948 ...,  0.00050001 -0.0285     -0.0375    ]"
"[-0.11670579 -0.26617815  0.19968072 ...,  0.03399999  0.02899999 -0.049     ]","[ 0.06039466  0.01506175 -0.09281205 ..., -0.0095     -0.03150001
 -0.02249998]","[ 0.25808692  0.15553726  0.05507438 ...,  0.008      -0.029       0.05199999]","[ 0.34797114  0.01403719 -0.34609274 ..., -0.011      -0.017       0.02      ]","[-0.09851151 -0.26645625 -0.00903534 ...,  0.0225     -0.0645     -0.0055    ]","[ 0.04250436 -0.3200791  -0.11650975 ..., -0.00650005 -0.0135     -0.0115    ]","[-0.07996848  0.01053609  0.35310681 ...,  0.0005     -0.0105     -0.0535    ]","[ 0.11482046  0.31171582  0.27518856 ...,  0.00450001  0.0165     -0.0085    ]","[-0.25554336  0.30081424  0.07107169 ...,  0.0105      0.0145      0.0425    ]","[ 0.08466255  0.09854297  0.09148948 ...,  0.00250001 -0.0265     -0.0405    ]"
"[-0.11670579 -0.26517815  0.19968072 ...,  0.03399999  0.02799999 -0.048     ]","[ 0.06189466  0.01556174 -0.09131205 ..., -0.011      -0.03000001
 -0.02399998]","[ 0.25908692  0.15653726  0.05407438 ...,  0.008      -0.027       0.04899999]","[ 0.34797114  0.01403719 -0.34609274 ..., -0.011      -0.017       0.02      ]","[-0.10001151 -0.26595625 -0.00753534 ...,  0.024      -0.066      -0.005     ]","[ 0.04400436 -0.3215791  -0.11700975 ..., -0.00500005 -0.015      -0.012     ]","[-0.07946848  0.01203608  0.35060682 ..., -0.001      -0.008      -0.05      ]","[ 0.11432046  0.31021582  0.27568856 ...,  0.00400001  0.015      -0.009     ]","[-0.25704336  0.29931424  0.07157169 ...,  0.01        0.013       0.041     ]","[ 0.08416255  0.09904297  0.09098948 ...,  0.00400001 -0.027      -0.039     ]"
"[-0.11620579 -0.26667815  0.19818073 ...,  0.03249999  0.02749999 -0.0475    ]","[ 0.06489466  0.01656174 -0.08931205 ..., -0.014      -0.02900001
 -0.02199998]","[ 0.25908692  0.15653726  0.05407438 ...,  0.007      -0.026       0.04799999]","[ 0.34997114  0.01603719 -0.34609274 ..., -0.011      -0.015       0.02      ]","[-0.10101151 -0.26495625 -0.00653534 ...,  0.025      -0.065      -0.005     ]","[ 0.04400436 -0.3205791  -0.11800975 ..., -0.00400005 -0.015      -0.013     ]","[-0.07946848  0.01403607  0.35160682 ..., -0.003      -0.009      -0.049     ]","[ 0.11532046  0.31121582  0.27368856 ...,  0.00300001  0.017      -0.007     ]","[-0.25804336  0.29931424  0.07157169 ...,  0.01        0.015       0.042     ]","[ 0.08066255  0.10254297  0.08748948 ...,  0.00550001 -0.0285     -0.0385    ]"
"[-0.11820579 -0.26867815  0.19718073 ...,  0.03149999  0.02649999 -0.0455    ]","[ 0.06489466  0.01656174 -0.08931205 ..., -0.016      -0.02800001
 -0.02299998]","[ 0.25708692  0.15553726  0.05107438 ...,  0.005      -0.023       0.04899999]","[ 0.35097114  0.01803719 -0.34709274 ..., -0.013      -0.018       0.019     ]","[-0.09901151 -0.26595625 -0.00753534 ...,  0.027      -0.063      -0.003     ]","[ 0.04400436 -0.3205791  -0.11600975 ..., -0.00400005 -0.018      -0.013     ]","[-0.07846848  0.01403607  0.34960682 ..., -0.005      -0.011      -0.05      ]","[ 0.11332046  0.31021582  0.27468856 ...,  0.00100001  0.017      -0.008     ]","[-0.25554336  0.29881424  0.07207169 ...,  0.0075      0.0145      0.0415    ]","[ 0.08016255  0.10304297  0.08698948 ...,  0.00700001 -0.029      -0.037     ]"
"[-0.11870579 -0.26917815  0.19768073 ...,  0.03099999  0.02699999 -0.045     ]","[ 0.06439466  0.01706174 -0.08981205 ..., -0.0155     -0.02850001
 -0.02249998]","[ 0.25758692  0.15403726  0.05157438 ...,  0.0035     -0.0235      0.05049999]","[ 0.35047114  0.01753719 -0.34659274 ..., -0.0135     -0.0185      0.0185    ]","[-0.09751151 -0.26545625 -0.00803534 ...,  0.0265     -0.0635     -0.0035    ]","[ 0.04500436 -0.3185791  -0.11500975 ..., -0.00600005 -0.02       -0.013     ]","[-0.07946848  0.01303607  0.35060681 ..., -0.004      -0.012      -0.051     ]","[ 0.11382046  0.30971582  0.27318856 ...,  0.00150001  0.0165     -0.0085    ]","[-0.25604336  0.29931417  0.07357168 ...,  0.007       0.014       0.04      ]","[ 0.07866255  0.10354297  0.08548948 ...,  0.00650001 -0.0305     -0.0365    ]"
